ID,Commodity,Month/Year,Month,Year,Average Price,Month-on-Month,Year-on-Year,Lowest State,Lowest Price,Highest State,Highest Price
1007,Bread sliced 500g,Dec-23,December,2023,855.05,4.97,58.96,Rivers ,1188.33,Borno ,533.7
1008,Bread unsliced 500g,Dec-23,December,2023,815.11,2.42,64.22,Rivers ,1146.55,Borno ,511.6
1009,Broken Rice (Ofada),Dec-23,December,2023,1002.1,6.59,78.72,Lagos ,1710.02,Adamawa ,737.59
1010,Catfish (obokun) fresh,Dec-23,December,2023,2347.41,5.21,52.98,Imo ,3601.87,Taraba ,1332.68
1011,Catfish :dried,Dec-23,December,2023,3357.51,2.47,45.25,Enugu ,5609.15,Jigawa ,1821.45
1012,Catfish Smoked,Dec-23,December,2023,2869.4,1.88,51.19,Gombe ,3950,Jigawa ,1876.31
1013,Chicken Feet,Dec-23,December,2023,1950.54,8.9,81.71,Abuja ,2996,Taraba ,732.37
1014,Chicken Wings,Dec-23,December,2023,2264.87,10.67,63.85,Ondo ,3350,Plateau ,1100
1015,Dried Fish Sardine,Dec-23,December,2023,2863.97,4.11,49.93,Nassarawa ,4638.1,Oyo ,1769.87
1016,Evaporated tinned milk carnation 170g,Dec-23,December,2023,487.94,3.88,73.43,Ekiti ,650,Kogi ,400
1017,"Evaporated tinned milk(peak), 170g",Dec-23,December,2023,542,2.88,59.41,Abia ,628.86,Kwara ,462.5
1018,Frozen chicken,Dec-23,December,2023,3771.41,3.44,39.96,Enugu ,5838.63,Borno ,2956.03
1019,"Gari white,sold loose",Dec-23,December,2023,568.72,3.6,70.81,Bayelsa ,750.29,Benue ,396.13
1020,"Gari yellow,sold loose",Dec-23,December,2023,598.75,3.04,62.6,Delta ,729.72,Nassarawa ,396.41
1021,"Groundnut oil: 1 bottle, specify bottle",Dec-23,December,2023,1806.95,3.91,47.45,Ebonyi ,2536,Kogi ,1211.11
1022,Iced Sardine,Dec-23,December,2023,2303.96,3.64,44.87,Imo ,3463.39,Zamfara ,1499
1023,Irish potato,Dec-23,December,2023,1006.36,15.32,85.82,Cross_River ,1845,Yobe ,433.69
1024,Mackerel : frozen,Dec-23,December,2023,2266.19,2.77,41.84,Ebonyi ,3492.56,Rivers ,1703.33
1025,Maize grain white sold loose,Dec-23,December,2023,577.77,3.67,78.52,Rivers ,812.97,Osun ,438.2
1026,Maize grain yellow sold loose,Dec-23,December,2023,589.75,5.47,79.23,Enugu ,769.68,Bauchi ,450.32
1027,Mudfish (aro) fresh,Dec-23,December,2023,2214.58,3.92,58.1,Rivers ,3250,Yobe ,1054.07
1028,Mudfish : dried,Dec-23,December,2023,3137.5,5.19,40.12,Abia ,5380.63,Plateau ,1700
1029,Onion bulb,Dec-23,December,2023,971.86,42.13,122.94,Rivers ,1433.13,Adamawa ,465.41
1030,"Palm oil: 1 bottle,specify bottle",Dec-23,December,2023,1425.32,4.03,39.17,Ekiti ,1839.35,Akwa_Ibom ,1133.33
1031,Plantain(ripe),Dec-23,December,2023,757.99,9.28,101.47,Delta ,1156.91,Borno ,341.94
1032,Plantain(unripe),Dec-23,December,2023,746.04,7.39,114.58,Oyo ,1214.21,Borno ,388.35
1033,Rice agric sold loose,Dec-23,December,2023,972.46,6.08,65.75,Abuja ,1500,Adamawa ,701.38
1034,Rice local sold loose,Dec-23,December,2023,917.93,5.85,81.35,Abuja ,1250,Zamfara ,696.55
1035,Rice Medium Grained,Dec-23,December,2023,991.08,5.86,74.04,Oyo ,1282.63,Borno ,766.67
1036,"Rice,imported high quality sold loose",Dec-23,December,2023,1226.29,7.82,69.28,Niger ,1650,Yobe ,936.86
1037,Sweet potato,Dec-23,December,2023,551.92,12.45,105,Akwa_Ibom ,1057.14,Kaduna ,258.56
1038,Tilapia fish (epiya) fresh,Dec-23,December,2023,2059.53,4.03,63.99,Lagos ,3495.83,Gombe ,776.19
1039,Titus:frozen,Dec-23,December,2023,2512.16,3.89,45.63,Abia ,3355.9,Nassarawa ,2045
1040,Tomato,Dec-23,December,2023,814.16,7.32,77.6,Delta ,1461.87,Borno ,390.5
1041,"Vegetable oil:1 bottle,specify bottle",Dec-23,December,2023,1709.55,6.17,47.15,Abuja ,2532,Benue ,1260.51
1042,Wheat flour: prepacked (golden penny 2kg),Dec-23,December,2023,1976.59,4.88,64.19,Zamfara ,2375,Kwara ,1550
1043,Yam tuber,Dec-23,December,2023,818.92,5.98,92.47,Oyo ,1463.34,Taraba ,374.54
